,exp_id,model_params,oob_avg_score,oob_median_score,oob_score_ci,oob_std_score,params,test_loss,test_loss_var,trainig_loss,trainig_loss_var
24,0,"{'clf__C': 0.44099940761849127, 'clf__random_state': 239, 'clf__tol': 0.07996701508721893, 'selector__bootstrap': 1, 'selector__criterion': 1, 'selector__max_depth': 0, 'selector__max_features': 0, 'selector__min_samples_leaf': 0, 'selector__n_estimators': 93.0, 'selector__random_state': 236}",0.6847988655126599,0.6933333333333334,"(0.631427304964539, 0.739173718267795)",0.03651449469593406,"{0: {'clf__C': 0.44099940761849127, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 239, 'clf__tol': 0.07996701508721893, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 'sqrt', 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 93, 'selector__random_state': 236}, 1: {'clf__C': 15447.503768903112, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 775, 'clf__tol': 1.6272463137616632e-05, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': 4, 'selector__max_features': None, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 1414, 'selector__random_state': 107}, 2: {'clf__C': 1.8776063563226962e-05, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 823, 'clf__tol': 8.74993406133266e-06, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.7727247346328644, 'selector__min_samples_leaf': 37, 'selector__min_samples_split': 2, 'selector__n_estimators': 126, 'selector__random_state': 301}, 3: {'clf__C': 4511.190905312403, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 510, 'clf__tol': 0.011919422072882168, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.34212702531355066, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 115, 'selector__random_state': 900}}","{0: 0.37777777777777777, 1: 0.4204545454545455, 2: 0.5, 3: 0.38888888888888884}","{0: 0.0017367275448083531, 1: 0.0015906681857860304, 2: 0.0, 3: 0.0028072532281286505}","{0: 0.3202247191011235, 1: 0.2833333333333333, 2: 0.5, 3: 0.3111111111111111}","{0: 0.0007245763159485242, 1: 0.0045324040953801485, 2: 0.0, 3: 0.010683652647396473}"
25,1,"{'clf__C': 5996.8033530845805, 'clf__random_state': 491, 'clf__tol': 0.0002481892050457547, 'selector__bootstrap': 0, 'selector__criterion': 1, 'selector__max_depth': 0, 'selector__max_features': 2, 'selector__min_samples_leaf': 1, 'selector__min_samples_leaf.gt1': 6.0, 'selector__n_estimators': 147.0, 'selector__random_state': 735}",0.5818319464263866,0.5848780487804879,"(0.5439723320158103, 0.63048128342246)",0.030818589792856593,"{0: {'clf__C': 37.01921899210486, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 292, 'clf__tol': 2.8369455235043378e-06, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 'sqrt', 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 2269, 'selector__random_state': 132}, 1: {'clf__C': 5996.8033530845805, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 491, 'clf__tol': 0.0002481892050457547, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': None, 'selector__min_samples_leaf': 6, 'selector__min_samples_split': 2, 'selector__n_estimators': 147, 'selector__random_state': 735}, 2: {'clf__C': 4507.707327049383, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 933, 'clf__tol': 0.05447103596981671, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.0439290832716116, 'selector__min_samples_leaf': 2, 'selector__min_samples_split': 2, 'selector__n_estimators': 209, 'selector__random_state': 734}, 3: {'clf__C': 2.5065023541106972e-05, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 586, 'clf__tol': 0.00011059926450595876, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.6868599301873679, 'selector__min_samples_leaf': 22, 'selector__min_samples_split': 2, 'selector__n_estimators': 720, 'selector__random_state': 898}}","{0: 0.4222222222222223, 1: 0.28888888888888886, 2: 0.4111111111111112, 3: 0.5}","{0: 0.0016561235248103944, 1: 0.014214422564590929, 2: 0.0009727465451371153, 3: 0.0}","{0: 0.297752808988764, 1: 0.31666666666666676, 2: 0.2921348314606742, 3: 0.5}","{0: 0.004518530814149118, 1: 0.006264882691891074, 2: 0.0013787341700250162, 3: 0.0}"
26,0,"{'clf__C': 44539.24926537371, 'clf__random_state': 526, 'clf__tol': 1.9582056976278408e-05}",0.6671637614787163,0.6641509433962265,"(0.6176726009552758, 0.7088888888888889)",0.029841569032753174,"{0: {'clf__C': 0.015116130976611894, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 946, 'clf__tol': 0.00026930016227426796}, 1: {'clf__C': 16.869318046352046, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 988, 'clf__tol': 0.0004516695623193216}, 2: {'clf__C': 44539.24926537371, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 526, 'clf__tol': 1.9582056976278408e-05}, 3: {'clf__C': 2.3251318939774698e-05, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 163, 'clf__tol': 0.0004400061132034209}}","{0: 0.5, 1: 0.3522727272727272, 2: 0.3295454545454547, 3: 0.5}","{0: 0.0, 1: 0.0006477371923499858, 2: 0.001888086816537995, 3: 0.0}","{0: 0.5, 1: 0.0, 2: 0.0, 3: 0.5}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}"
27,1,"{'clf__C': 0.05172537294241282, 'clf__random_state': 121, 'clf__tol': 0.0032600552639418623}",0.6870208305171893,0.7095454545454546,"(0.6081996434937611, 0.7544466403162056)",0.05233105098804418,"{0: {'clf__C': 53145.49314644718, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 956, 'clf__tol': 1.5767147739975036e-05}, 1: {'clf__C': 0.05172537294241282, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 121, 'clf__tol': 0.0032600552639418623}, 2: {'clf__C': 0.005107240225182663, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 591, 'clf__tol': 0.0026169004349060588}, 3: {'clf__C': 1.0738090130040246e-05, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 423, 'clf__tol': 0.014190413837139823}}","{0: 0.3295454545454546, 1: 0.30000000000000004, 2: 0.5, 3: 0.5}","{0: 0.003012291829631895, 1: 0.00028517498214467875, 2: 0.0, 3: 0.0}","{0: 0.0, 1: 0.297752808988764, 2: 0.5, 3: 0.5}","{0: 0.0, 1: 0.0009797444205978485, 2: 0.0, 3: 0.0}"
28,0,"{'clf__C': 6.825221259028344, 'clf__random_state': 41, 'clf__tol': 2.8514351039926438e-05, 'selector__num_features': 0, 'selector__num_neighbors': 159847.0}",0.6624207035655222,0.6600298656047786,"(0.6482848458532349, 0.6735849056603773)",0.009867767511564932,"{0: {'clf__C': 6.825221259028344, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 41, 'clf__tol': 2.8514351039926438e-05, 'selector__num_features': 0, 'selector__num_neighbors': 159847.0}, 1: {'clf__C': 3867.5711908093026, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 173, 'clf__tol': 1.0158397850948734e-05, 'selector__num_features': 0, 'selector__num_neighbors': 162364.0}, 2: {'clf__C': 533.6387354098698, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 791, 'clf__tol': 8.95491479693302e-06, 'selector__num_features': 7, 'selector__num_neighbors': 26820.0}, 3: {'clf__C': 0.0025388177328253643, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 244, 'clf__tol': 0.024799710924166978, 'selector__num_features': 8, 'selector__num_neighbors': 11002.0}}","{0: 0.3295454545454546, 1: 0.34090909090909094, 2: 0.3666666666666666, 3: 0.5}","{0: 0.0008910797084197745, 1: 0.0008183405321452453, 2: 0.0032359509800587195, 3: 0.0}","{0: 0.0, 1: 0.0, 2: 0.3314606741573034, 3: 0.5}","{0: 0.00010973936899862857, 1: 0.0, 2: 0.00028238041330290356, 3: 0.0}"
29,1,"{'clf__C': 0.8545839604059674, 'clf__random_state': 163, 'clf__tol': 4.0603351133086905e-05, 'selector__num_features': 5, 'selector__num_neighbors': 15703.0}",0.6515894193984756,0.6648780487804877,"(0.5472727272727274, 0.7066193853427897)",0.05750955073599713,"{0: {'clf__C': 6.056657399755797, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 950, 'clf__tol': 1.4771383226495498e-05, 'selector__num_features': 7, 'selector__num_neighbors': 47314.0}, 1: {'clf__C': 0.8545839604059674, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 163, 'clf__tol': 4.0603351133086905e-05, 'selector__num_features': 5, 'selector__num_neighbors': 15703.0}, 2: {'clf__C': 0.108275863280429, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 857, 'clf__tol': 0.00651843823374701, 'selector__num_features': 2, 'selector__num_neighbors': 7158.0}, 3: {'clf__C': 73.89231992179795, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 210, 'clf__tol': 2.371175487217886e-05, 'selector__num_features': 5, 'selector__num_neighbors': 10299.0}}","{0: 0.3666666666666667, 1: 0.34444444444444444, 2: 0.38888888888888884, 3: 0.36363636363636354}","{0: 0.0008715663934519162, 1: 0.0004709270029135332, 2: 1.417088959176395e-06, 3: 0.0006505005158203803}","{0: 0.33333333333333326, 1: 0.3033707865168539, 2: 0.3876404494382022, 3: 0.3146067415730337}","{0: 0.00019248723116079933, 1: 0.001190490663200335, 2: 3.4635579156239363e-07, 3: 0.0006247609062676363}"
30,0,"{'clf__C': 3867.5711908093026, 'clf__random_state': 173, 'clf__tol': 1.0158397850948734e-05, 'selector__k': 8.0, 'selector__num_features': 3}",0.561883827917331,0.5541509433962264,"(0.49468085106382975, 0.6353907416625186)",0.04509005346237219,"{0: {'clf__C': 587.8902901517976, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 822, 'clf__tol': 0.08469938429138986, 'selector__k': 9, 'selector__num_features': 3}, 1: {'clf__C': 3867.5711908093026, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 173, 'clf__tol': 1.0158397850948734e-05, 'selector__k': 8, 'selector__num_features': 3}, 2: {'clf__C': 6.568085999838003e-05, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 522, 'clf__tol': 0.03484912420933388, 'selector__k': 12, 'selector__num_features': 3}, 3: {'clf__C': 0.0008215924124914868, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 3, 'clf__tol': 1.5248383173233391e-06, 'selector__k': 6, 'selector__num_features': 4}}","{0: 0.4666666666666667, 1: 0.44318181818181823, 2: 0.5, 3: 0.5}","{0: 0.0015526193472321416, 1: 0.0005671331723520265, 2: 0.0, 3: 0.0}","{0: 0.37777777777777777, 1: 0.3651685393258426, 2: 0.5, 3: 0.5}","{0: 0.0032881321707554784, 1: 0.0017657555950747565, 2: 0.0, 3: 0.0}"
31,1,"{'clf__C': 19.25770287965853, 'clf__random_state': 676, 'clf__tol': 7.66406855539818e-05, 'selector__k': 3.0, 'selector__num_features': 4}",0.675378269158631,0.6882411067193677,"(0.6314634146341465, 0.7165775401069518)",0.030276221918937165,"{0: {'clf__C': 0.067937870536508, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 594, 'clf__tol': 0.07290095551256325, 'selector__k': 12, 'selector__num_features': 4}, 1: {'clf__C': 19.25770287965853, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 676, 'clf__tol': 7.66406855539818e-05, 'selector__k': 3, 'selector__num_features': 4}, 2: {'clf__C': 0.001917202385546166, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 249, 'clf__tol': 0.0001492364917096759, 'selector__k': 2, 'selector__num_features': 9}, 3: {'clf__C': 0.006327113450513198, 'clf__fit_intercept': True, 'clf__intercept_scaling': 1, 'clf__penalty': 'l1', 'clf__random_state': 550, 'clf__tol': 1.0362475635696462e-06, 'selector__k': 10, 'selector__num_features': 2}}","{0: 0.4888888888888888, 1: 0.3555555555555554, 2: 0.5, 3: 0.5}","{0: 0.010441579090568994, 1: 0.0032330034350236355, 2: 0.0, 3: 0.0}","{0: 0.449438202247191, 1: 0.33333333333333326, 2: 0.5, 3: 0.5}","{0: 0.0044317920673786655, 1: 0.0001644324120442456, 2: 0.0, 3: 0.0}"
32,0,"{'clf__n_components': 6.0, 'clf__tol': 8.744732545915628e-06, 'selector__bootstrap': 1, 'selector__criterion': 1, 'selector__max_depth': 0, 'selector__max_features': 0, 'selector__min_samples_leaf': 0, 'selector__n_estimators': 93.0, 'selector__random_state': 236}",0.6938180354913438,0.6817375886524822,"(0.6382222222222222, 0.792931806869089)",0.05306641005126623,"{0: {'clf__n_components': 6, 'clf__tol': 8.744732545915628e-06, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 'sqrt', 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 93, 'selector__random_state': 236}, 1: {'clf__n_components': 3, 'clf__tol': 5.331777011731635e-08, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': 4, 'selector__max_features': None, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 1414, 'selector__random_state': 107}, 2: {'clf__n_components': 12, 'clf__tol': 3.674539059074302e-08, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.7727247346328644, 'selector__min_samples_leaf': 37, 'selector__min_samples_split': 2, 'selector__n_estimators': 126, 'selector__random_state': 301}, 3: {'clf__n_components': 9, 'clf__tol': 2.790956831470569e-06, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.34212702531355066, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 115, 'selector__random_state': 900}}","{0: 0.3214814814814815, 1: 0.3997933884297521, 2: 0.39101239669421484, 3: 0.3760330578512395}","{0: 4.823627873375103e-05, 1: 0.001454445716525053, 2: 0.0006139254108758983, 3: 0.005226071304996944}","{0: 0.23864197530864206, 1: 0.2524691358024691, 2: 0.30261330640070694, 3: 0.2088888888888889}","{0: 0.0012366829659317586, 1: 0.003558635314839588, 2: 0.01643989120457374, 3: 0.01249782161464813}"
33,1,"{'clf__n_components': 21.0, 'clf__tol': 2.7344484018835194e-07, 'selector__bootstrap': 0, 'selector__criterion': 1, 'selector__max_depth': 0, 'selector__max_features': 2, 'selector__min_samples_leaf': 1, 'selector__min_samples_leaf.gt1': 6.0, 'selector__n_estimators': 147.0, 'selector__random_state': 735}",0.6743365832691208,0.6787878787878787,"(0.588780487804878, 0.7300236406619385)",0.052915414813338654,"{0: {'clf__n_components': 24, 'clf__tol': 1.8694359831741932e-08, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 'sqrt', 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 2269, 'selector__random_state': 132}, 1: {'clf__n_components': 21, 'clf__tol': 2.7344484018835194e-07, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': None, 'selector__min_samples_leaf': 6, 'selector__min_samples_split': 2, 'selector__n_estimators': 147, 'selector__random_state': 735}, 2: {'clf__n_components': 27, 'clf__tol': 6.945433877269359e-06, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.0439290832716116, 'selector__min_samples_leaf': 2, 'selector__min_samples_split': 2, 'selector__n_estimators': 209, 'selector__random_state': 734}, 3: {'clf__n_components': 30, 'clf__tol': 1.683648172710037e-07, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.6868599301873679, 'selector__min_samples_leaf': 22, 'selector__min_samples_split': 2, 'selector__n_estimators': 720, 'selector__random_state': 898}}","{0: 0.42222222222222217, 1: 0.26370370370370366, 2: 0.3841975308641975, 3: 0.33432098765432094}","{0: 0.004613447046638496, 1: 0.016118528665705387, 2: 0.0029700756332172048, 3: 0.007852591345349727}","{0: 0.24794849135210206, 1: 0.30246913580246915, 2: 0.2612043933846737, 3: 0.32685267011740926}","{0: 0.004647461575868945, 1: 0.004670632953901511, 2: 0.0032773823234438144, 3: 0.009721656256803287}"
34,0,"{'clf__n_components': 3.0, 'clf__tol': 3.855451340006997e-07}",0.6985350223228266,0.7029960920538428,"(0.6264150943396226, 0.7406669985067198)",0.04001267186679197,"{0: {'clf__n_components': 21, 'clf__tol': 2.8717191816925705e-07}, 1: {'clf__n_components': 21, 'clf__tol': 3.91644917426176e-07}, 2: {'clf__n_components': 30, 'clf__tol': 5.958198748137238e-08}, 3: {'clf__n_components': 3, 'clf__tol': 3.855451340006997e-07}}","{0: 0.40987654320987654, 1: 0.40987654320987654, 2: 0.44098765432098763, 3: 0.3288888888888889}","{0: 0.004404825571435253, 1: 0.004404825571435253, 2: 0.004355405380865224, 3: 0.0007394125091150431}","{0: 0.026543209876543128, 1: 0.026543209876543128, 2: 0.018765432098765467, 3: 0.09430627446029538}","{0: 0.0001276200172425077, 1: 0.0001276200172425077, 2: 7.9991631339165e-05, 3: 0.00011742479247347214}"
35,1,"{'clf__n_components': 3.0, 'clf__tol': 1.2821386062062392e-06}",0.720085792593742,0.7119429590017825,"(0.6622727272727271, 0.7959486166007904)",0.049213610160160334,"{0: {'clf__n_components': 21, 'clf__tol': 5.2318090192307873e-08}, 1: {'clf__n_components': 3, 'clf__tol': 1.2821386062062392e-06}, 2: {'clf__n_components': 12, 'clf__tol': 1.1237567661049228e-06}, 3: {'clf__n_components': 0, 'clf__tol': 3.0988248973241484e-06}}","{0: 0.36444444444444435, 1: 0.28246913580246913, 2: 0.30913580246913586, 3: 0.3086419753086419}","{0: 0.00018807979873060568, 1: 0.0010583715532679174, 2: 0.0004349233250163762, 3: 0.0002430223104837451}","{0: 0.03194041156419636, 1: 0.10377477591213224, 2: 0.046458780457012905, 3: 0.23847998990026498}","{0: 3.453327587866698e-05, 1: 0.00019746439029060358, 2: 4.4256129156031937e-05, 3: 0.0002553455187637195}"
36,0,"{'clf__n_components': 15.0, 'clf__tol': 4.3317957525490675e-06, 'selector__num_features': 8, 'selector__num_neighbors': 11002.0}",0.6671813717170099,0.6560477849676456,"(0.600754716981132, 0.7304964539007093)",0.04478954083737432,"{0: {'clf__n_components': 24, 'clf__tol': 7.465142377481629e-08, 'selector__num_features': 0, 'selector__num_neighbors': 159847.0}, 1: {'clf__n_components': 15, 'clf__tol': 4.018788313836592e-08, 'selector__num_features': 0, 'selector__num_neighbors': 162364.0}, 2: {'clf__n_components': 21, 'clf__tol': 3.7259487319074025e-08, 'selector__num_features': 7, 'selector__num_neighbors': 26820.0}, 3: {'clf__n_components': 15, 'clf__tol': 4.3317957525490675e-06, 'selector__num_features': 8, 'selector__num_neighbors': 11002.0}}","{0: 0.428641975308642, 1: 0.3792592592592592, 2: 0.3580246913580247, 3: 0.331111111111111}","{0: 0.0041450986636816095, 1: 0.003139102106745393, 2: 0.0030867552554725546, 3: 0.0029486007449485}","{0: 0.02320987654320983, 1: 0.03572781214493115, 2: 0.24264613053907347, 3: 0.23538694609266508}","{0: 7.190585219600026e-05, 1: 0.0001039252979900086, 2: 0.000484415089864799, 3: 0.00047915288393877525}"
37,1,"{'clf__n_components': 21.0, 'clf__tol': 5.0309812567203237e-08, 'selector__num_features': 7, 'selector__num_neighbors': 47314.0}",0.6861139039953524,0.675609756097561,"(0.6113636363636363, 0.7848320158102767)",0.05606175263397818,"{0: {'clf__n_components': 21, 'clf__tol': 5.0309812567203237e-08, 'selector__num_features': 7, 'selector__num_neighbors': 47314.0}, 1: {'clf__n_components': 18, 'clf__tol': 9.228627725999558e-08, 'selector__num_features': 5, 'selector__num_neighbors': 15703.0}, 2: {'clf__n_components': 15, 'clf__tol': 1.9430596481639744e-06, 'selector__num_features': 2, 'selector__num_neighbors': 7158.0}, 3: {'clf__n_components': 9, 'clf__tol': 6.683103976795143e-08, 'selector__num_features': 5, 'selector__num_neighbors': 10299.0}}","{0: 0.3034567901234567, 1: 0.3078512396694214, 2: 0.3176652892561984, 3: 0.3078512396694214}","{0: 0.00023892674797979557, 1: 2.2404584929400852e-05, 2: 0.00022282594984672247, 3: 2.2404584929400852e-05}","{0: 0.27382906198712287, 1: 0.2793839161722005, 2: 0.3095061728395062, 3: 0.2793839161722005}","{0: 0.00014297853242847377, 1: 5.174303400852778e-05, 2: 6.486226156096277e-05, 3: 5.174303400852778e-05}"
38,0,"{'clf__n_components': 18.0, 'clf__tol': 5.3126979002083044e-06, 'selector__k': 12.0, 'selector__num_features': 3}",0.5622028626122455,0.5549645390070922,"(0.5388679245283019, 0.6067695370831259)",0.02322181320184085,"{0: {'clf__n_components': 6, 'clf__tol': 9.051658320936415e-06, 'selector__k': 9, 'selector__num_features': 3}, 1: {'clf__n_components': 15, 'clf__tol': 4.018788313836592e-08, 'selector__k': 8, 'selector__num_features': 3}, 2: {'clf__n_components': 18, 'clf__tol': 5.3126979002083044e-06, 'selector__k': 12, 'selector__num_features': 3}, 3: {'clf__n_components': 27, 'clf__tol': 1.2880546150944635e-08, 'selector__k': 6, 'selector__num_features': 4}}","{0: 0.41580246913580243, 1: 0.38123456790123456, 2: 0.3698765432098765, 3: 0.38429752066115697}","{0: 0.0016489398399790235, 1: 0.0003528400278165705, 2: 0.002415697415526658, 3: 0.0052534635227838}","{0: 0.3749382716049382, 1: 0.355763161217018, 2: 0.3979012345679013, 3: 0.33530864197530863}","{0: 0.002444408615171506, 1: 0.0007817098430375106, 2: 0.0022333456086033386, 3: 0.0030185061183145745}"
39,1,"{'clf__n_components': 12.0, 'clf__tol': 2.0152318508322015e-07, 'selector__k': 2.0, 'selector__num_features': 9}",0.651984492931792,0.6845454545454546,"(0.4624390243902439, 0.7194295900178254)",0.09576636185821666,"{0: {'clf__n_components': 9, 'clf__tol': 8.272560126781223e-06, 'selector__k': 12, 'selector__num_features': 4}, 1: {'clf__n_components': 6, 'clf__tol': 1.3510630867871866e-07, 'selector__k': 3, 'selector__num_features': 4}, 2: {'clf__n_components': 12, 'clf__tol': 2.0152318508322015e-07, 'selector__k': 2, 'selector__num_features': 9}, 3: {'clf__n_components': 30, 'clf__tol': 1.0215934822362271e-08, 'selector__k': 10, 'selector__num_features': 2}}","{0: 0.3916049382716049, 1: 0.35012345679012347, 2: 0.2785185185185185, 3: 0.3718518518518519}","{0: 0.003827399817943926, 1: 0.005353095902074959, 2: 0.0023486166667764925, 3: 0.002029496464055219}","{0: 0.3070370370370371, 1: 0.2860493827160494, 2: 0.2753440222194168, 3: 0.30148148148148146}","{0: 0.0017786501349847997, 1: 0.0004371717472424505, 2: 0.00041025565215853675, 3: 0.0025729972376925055}"
